tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
ive been watching british streamers for too long. i caught myself saying aircon instead of AC,0.0,2028,1,16,13.27,1,99,,8,25,81.25,81.25,50,18.75,18.75,18.75,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,25,12.5,6.25,0,0,0,0,18.75,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,18.75,6.25,6.25,6.25,6.25,0,0,0,18.75,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
Efy is great,1.0,2029,1,3,10.19,,,99,3,0,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
could have gone to bed early but instead have been messing around on a random color palette generator for an hour,0.0,2030,1,21,81.45,4.61,56.69,,21,19.05,90.48,71.43,52.38,0,0,0,0,0,0,0,0,9.52,9.52,0,14.29,19.05,4.76,4.76,0,23.81,9.52,4.76,0,0,0,0,33.33,0,19.05,0,0,4.76,4.76,0,9.52,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,14.29,9.52,0,4.76,0,4.76,0,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just gotta realize no ones interested in what I have to say 👌,1.0,2031,1,12,26.1,1,89.39,99,12,16.67,91.67,75,50,16.67,8.33,8.33,0,0,0,0,8.33,8.33,0,0,16.67,8.33,8.33,0,8.33,33.33,0,0,0,0,0,0,25,8.33,8.33,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,8.33,8.33,16.67,8.33,0,8.33,0,0,0,0,0,8.33,25,8.33,8.33,0,0,0,0,0,0,0,0,0,0,8.33
I’ve just spent 6 hours watching minecraft streamers instead of doing my homework I have no regrets,0.0,2032,1,17,1.05,1,83.69,1,17,35.29,88.24,70.59,52.94,17.65,17.65,17.65,0,0,0,0,0,11.76,0,5.88,5.88,17.65,11.76,0,5.88,23.53,0,5.88,0,0,0,0,35.29,5.88,11.76,0,0,5.88,0,0,5.88,0,5.88,0,5.88,5.88,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,5.88,0,0,5.88,0,0,5.88,17.65,0,0,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0
"Climate change isn't real. How could it be with us having the most hurricanes in recorded history, deadly tornados, and wildfires 🙄",1.0,2033,1,21,18.12,40.06,56.69,,10.5,28.57,76.19,66.67,57.14,9.52,4.76,0,4.76,0,0,0,4.76,9.52,4.76,0,9.52,19.05,4.76,4.76,4.76,19.05,14.29,4.76,4.76,4.76,0,0,28.57,0,23.81,4.76,9.52,4.76,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,9.52,4.76,0,0,4.76,0,0,0,9.52,4.76,4.76,0,0,0,0,0,0,19.05,4.76,9.52,0,0,4.76,0,4.76
also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,1.0,2034,1,22,6.68,17.46,50.45,99,5.5,18.18,90.91,81.82,54.55,18.18,18.18,9.09,0,9.09,0,0,0,4.55,0,0,13.64,9.09,9.09,9.09,4.55,13.64,9.09,4.55,4.55,0,0,4.55,27.27,4.55,13.64,0,0,0,4.55,4.55,9.09,0,27.27,22.73,4.55,22.73,18.18,4.55,0,4.55,0,0,18.18,9.09,0,0,4.55,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,4.55,9.09,0,18.18,18.18,0,0,0,22.73,18.18,0,0,4.55,0,0,0
CLB cover art makes me want to pound my knees with a hammer.,1.0,2035,1,13,96.67,1,2.93,,13,0,76.92,61.54,38.46,15.38,15.38,15.38,0,0,0,0,0,15.38,7.69,0,15.38,0,0,0,0,15.38,0,7.69,0,0,0,0,15.38,0,15.38,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0
Good morning to everyone except Tristan Thompson and Jordyn Woods,0.0,2036,1,10,89.52,40.06,98.38,99,10,40,60,40,40,10,0,0,0,0,0,0,10,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,10,0,20,20,0,0,0,0,0,0,0,0,30,20,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True bliss is laying in an ice cold bath during the hottest part of the year,0.0,2037,1,16,99,11.66,99,96.74,16,6.25,93.75,81.25,43.75,0,0,0,0,0,0,0,0,18.75,18.75,0,18.75,6.25,0,0,0,12.5,18.75,12.5,0,0,0,0,31.25,0,12.5,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,25,0,6.25,12.5,0,0,12.5,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple.. as much as i want to say ‘abs’. no. i am typing to type ‘and’,0.0,2038,1,16,43.4,1,1.63,,4,0,87.5,81.25,62.5,12.5,12.5,12.5,0,0,0,0,0,12.5,0,0,25,6.25,0,18.75,6.25,25,6.25,6.25,0,0,0,0,18.75,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,50,25,0,0,0,12.5,12.5,0
"@WalesOnline Riveting news.",1.0,2039,1,3,,,,,3,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,33.33,0
When it's September 1st and you're excited cause you realize Halloween is next month #enthusiast 👻🎃,0.0,2040,1,15,1,99,99,99,15,33.33,93.33,66.67,46.67,20,13.33,0,0,13.33,0,0,6.67,6.67,0,6.67,0,20,6.67,13.33,0,26.67,13.33,13.33,0,0,0,0,60,0,13.33,6.67,6.67,0,0,0,0,0,13.33,13.33,0,13.33,13.33,0,0,0,0,0,13.33,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,26.67,0,26.67,0,0,0,0,0,0,20,0,0,0,0,13.33,6.67,13.33
ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,1.0,2041,1,16,95.8,11.66,89.39,20.23,16,25,93.75,56.25,43.75,6.25,6.25,6.25,0,0,0,0,0,18.75,12.5,0,12.5,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,31.25,0,6.25,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Been playing Ghost of Tsushima and I love it!!!,0.0,2042,1,9,10.19,2.75,10.18,99,9,22.22,88.89,66.67,55.56,22.22,11.11,11.11,0,0,0,0,11.11,0,0,0,11.11,11.11,0,11.11,0,22.22,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0
sometimes you just have to send death threats to your animal crossing villagers,0.0,2043,1,13,53.56,99,30.98,1,13,30.77,92.31,53.85,38.46,15.38,15.38,0,0,15.38,0,0,0,7.69,0,0,15.38,7.69,7.69,0,0,23.08,0,0,7.69,0,0,7.69,7.69,0,7.69,0,0,0,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,30.77,7.69,0,0,7.69,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,15.38,0,0,0,0,0,0,7.69,0,0,7.69,0,7.69,0,0,0,0,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0
"It was bad enough when some corporate wankers took one of the trains I used to drive and made it a ""breakout area"" for their offices, but this? This is next level https://t.co/oBMypPVVgy https://t.co/SEdGsH3irZ",0.0,2044,1,34,37.99,12.77,67.28,1.85,17,11.76,91.18,73.53,55.88,17.65,5.88,2.94,0,0,0,2.94,11.76,23.53,5.88,5.88,8.82,5.88,2.94,8.82,0,14.71,11.76,8.82,0,0,0,0,23.53,0,8.82,0,5.88,0,0,0,2.94,0,5.88,0,2.94,2.94,0,2.94,0,0,0,2.94,2.94,0,0,0,0,0,0,2.94,0,0,0,0,5.88,0,0,5.88,5.88,0,0,5.88,0,0,2.94,0,0,0,0,0,2.94,0,0,0,0,2.94,0,2.94,0,0,0,0,2.94,8.82,0,2.94,5.88,0,0,0,5.88,11.76,2.94,0,0,0,0,0,0,11.76,0,2.94,2.94,0,0,5.88,0
The only thing I got from college is a caffeine addiction,1.0,2045,1,11,89.52,5.27,5.07,,11,27.27,100,63.64,54.55,18.18,9.09,9.09,0,0,0,0,9.09,18.18,18.18,0,9.09,9.09,0,0,0,18.18,0,0,0,0,0,0,27.27,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,18.18,9.09,0,0,9.09,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
im ollie im 5'8 and i think my 5'7 boyfriend is short,1.0,2046,1,14,1,1,99,,14,7.14,92.86,57.14,42.86,28.57,28.57,28.57,0,0,0,0,0,7.14,0,28.57,0,21.43,0,7.14,0,28.57,7.14,7.14,7.14,7.14,0,0,28.57,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0
It would be nice if my body would let me sleep...,1.0,2047,1,11,1,1,5.07,99,11,0,100,81.82,63.64,27.27,18.18,18.18,0,0,0,0,9.09,9.09,0,0,0,27.27,0,9.09,0,36.36,9.09,0,0,0,0,0,27.27,0,27.27,0,0,18.18,9.09,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,27.27,0,0,0,0,0,0
Why do I get updates for bloody football all the time…,0.0,2048,1,11,71.44,1,95.15,1,11,18.18,100,72.73,54.55,9.09,9.09,9.09,0,0,0,0,0,18.18,9.09,0,9.09,9.09,9.09,0,0,18.18,9.09,9.09,0,0,0,0,36.36,9.09,9.09,0,9.09,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,27.27,27.27,0,0,0,0,0,0
Me taking my time and turning in my assignment last minute so my awful professor has no chance of getting ahead on grading: https://t.co/WUWqgbEfvP,0.0,2049,1,24,16.96,1,99,1,24,20.83,95.83,66.67,50,16.67,16.67,16.67,0,0,0,0,0,12.5,0,0,12.5,4.17,8.33,8.33,4.17,12.5,4.17,4.17,8.33,0,8.33,0,25,0,8.33,0,0,0,0,8.33,0,0,4.17,0,4.17,4.17,0,4.17,0,0,0,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,4.17,0,0,4.17,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,4.17,16.67,0,4.17,12.5,0,0,0,12.5,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,0,4.17,0
APPLE CIDER IS BACK AT DUNKS BABY,0.0,2050,1,7,89.52,97.11,24.32,,7,0,57.14,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@bobingtonus @anon_opin Hip flask ☑️
Dark rum ☑️
Peppermint cordial ❎
Will be going to get some later though. Inspired - nice one!",0.0,2051,1,19,52.34,14.81,33.61,99,9.5,26.32,78.95,47.37,31.58,0,0,0,0,0,0,0,0,10.53,0,5.26,5.26,10.53,5.26,5.26,0,21.05,10.53,10.53,0,0,0,0,21.05,0,10.53,5.26,0,0,0,0,5.26,0,15.79,15.79,0,10.53,10.53,0,0,0,0,0,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,5.26,0,5.26,0,0,0,5.26,0,0,0,0,0,5.26,5.26,5.26,0,0,0,5.26,0,0,5.26,0,0,15.79,0,0,0,0,0,31.58,5.26,0,0,5.26,0,21.05,15.79
my boss sent me ice cream bc I got my wisdom teeth taken out 🥺,0.0,2052,1,14,18.12,1,99,99,14,0,100,64.29,42.86,28.57,28.57,28.57,0,0,0,0,0,14.29,0,0,7.14,0,0,7.14,0,21.43,0,0,7.14,0,0,7.14,21.43,0,14.29,7.14,7.14,0,0,0,0,0,21.43,21.43,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,21.43,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,7.14,7.14,0,0,7.14,0,0,0,0,14.29,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,7.14
Great time for sim and I to have our weekly life update.... 🌛🌜🐨 (closest thing to an owl) 💤💤💤💤💤😴,1.0,2053,1,17,79.1,73.71,97.97,95.42,8.5,5.88,88.24,70.59,52.94,17.65,11.76,5.88,5.88,0,0,0,5.88,11.76,5.88,0,17.65,5.88,0,5.88,0,5.88,17.65,0,5.88,5.88,0,0,11.76,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,5.88,0,0,5.88,0,0,0,17.65,0,0,0,0,0,0,0,0,35.29,23.53,0,0,0,0,11.76,52.94
quackity stream is making me so genuinely happy rn,0.0,2054,1,9,1,2.75,10.18,99,9,22.22,77.78,77.78,55.56,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,11.11,33.33,11.11,0,22.22,11.11,0,0,0,0,0,33.33,0,22.22,0,11.11,0,0,11.11,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0
mentally I’m hiding in the walk-in,1.0,2055,1,6,49.68,1,99,,6,16.67,83.33,66.67,66.67,16.67,16.67,16.67,0,0,0,0,0,16.67,16.67,0,16.67,16.67,16.67,0,0,16.67,0,0,0,0,0,0,33.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,33.33,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,33.33,0,0,0,0,16.67,16.67,0
a level tudor history can do one,1.0,2056,1,7,56.86,,24.32,,7,14.29,85.71,57.14,57.14,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,28.57,0,0,0,28.57,0,14.29,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wonderful human population and their caring nature to animals to continue to drink their milk and eat them day in day out!,1.0,2057,1,22,89.52,99,79.84,99,22,18.18,86.36,72.73,45.45,13.64,13.64,0,0,0,0,13.64,0,9.09,0,0,22.73,0,0,9.09,0,4.55,13.64,9.09,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,9.09,9.09,0,4.55,4.55,0,0,0,0,0,22.73,4.55,4.55,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,0,13.64,9.09,0,0,9.09,0,0,0,13.64,0,0,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,0
Loving season 4 of trump does America. Funniest season yet #DonaldTrump #Trump #MAGA #MAGA2020,1.0,2058,1,14,76.24,,24.32,99,7,28.57,64.29,28.57,21.43,0,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,7.14,0,0,7.14,7.14,0,0,0,0,0,28.57,0,7.14,0,0,7.14,7.14,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,7.14,0,0,0,0,0,0,35.71,7.14,0,0,0,0,28.57,0
"this narrative of ""protection"" that women require is infantilising and off-base. it implies requiring smothering as opposed to freedom to occupy spaces, yknow, as people.",0.0,2059,1,25,63.53,98.38,13.33,20.23,12.5,40,84,44,44,16,4,0,0,4,0,0,12,8,0,0,20,4,0,12,0,4,0,0,4,0,0,4,8,0,4,4,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,16,4,0,0,4,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,4,8,0,0,8,0,0,0,0,0,4,0,4,0,0,0,4,28,8,8,0,0,0,12,0
"At the point in my life where my body keeps developing new allergies. My metabolism has slowed, hangovers are no joke anymore, and now I can't eat several of my favorite fruits. Screw wrinkles, this is the reason why people are afraid of getting old",0.0,2060,1,45,22.17,1,99,97.84,15,20,88.89,71.11,53.33,13.33,11.11,11.11,0,0,0,0,2.22,20,4.44,0,8.89,11.11,8.89,2.22,4.44,20,8.89,2.22,0,0,0,0,28.89,2.22,6.67,2.22,4.44,2.22,0,0,2.22,0,11.11,8.89,2.22,2.22,0,2.22,2.22,0,0,0,6.67,2.22,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,11.11,4.44,2.22,0,0,2.22,0,4.44,0,0,0,2.22,0,0,0,0,0,0,8.89,6.67,0,2.22,4.44,0,0,0,11.11,2.22,15.56,0,0,0,0,0,0,13.33,4.44,6.67,0,0,2.22,0,0
"If u watch the game at my house &amp; u talk during Cal's halftime interviews, my dad will frantically shush u and say ""God is talking!""",0.0,2061,1,26,31.07,98.04,30.98,1,26,15.38,88.46,65.38,46.15,19.23,19.23,7.69,0,11.54,0,0,0,11.54,3.85,0,7.69,7.69,0,7.69,0,23.08,3.85,0,3.85,3.85,0,0,15.38,0,3.85,0,0,0,3.85,0,3.85,0,3.85,0,3.85,3.85,0,3.85,3.85,0,0,0,34.62,19.23,0,0,0,0,19.23,15.38,3.85,0,0,3.85,0,0,0,0,15.38,3.85,3.85,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,7.69,3.85,0,0,3.85,3.85,0,3.85,0,3.85,3.85,11.54,11.54,0,0,0,26.92,0,3.85,0,3.85,3.85,15.38,0
i am 21 years old and i still love harry styles as much as i did when i was 11,0.0,2062,1,20,1,1,99,90.5,20,0,90,75,65,20,20,20,0,0,0,0,0,5,0,10,10,15,10,20,0,15,10,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,1.0,2063,1,36,85.2,13.82,39.59,,18,8.33,83.33,66.67,41.67,11.11,2.78,2.78,0,0,0,0,8.33,16.67,13.89,0,5.56,5.56,0,5.56,0,16.67,8.33,5.56,2.78,0,2.78,0,27.78,5.56,19.44,8.33,2.78,2.78,8.33,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,8.33,5.56,0,0,2.78,0,0,2.78,2.78,0,2.78,0,2.78,2.78,2.78,0,0,13.89,5.56,0,0,0,5.56,2.78,0
"@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…",1.0,2064,1,46,47.48,18.24,92.58,84.9,23,28.26,82.61,65.22,45.65,15.22,8.7,2.17,0,2.17,0,4.35,6.52,10.87,2.17,2.17,13.04,4.35,6.52,2.17,4.35,15.22,6.52,0,4.35,0,0,4.35,32.61,2.17,23.91,10.87,0,0,4.35,4.35,6.52,0,4.35,4.35,0,2.17,2.17,0,0,0,0,0,15.22,8.7,0,0,0,4.35,4.35,6.52,0,0,0,0,0,0,0,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,6.52,0,2.17,4.35,0,0,0,0,10.87,4.35,0,4.35,4.35,0,0,0,41.3,6.52,0,2.17,0,2.17,30.43,0
"💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕",1.0,2065,1,24,97.04,94.84,15.38,,8,8.33,70.83,58.33,41.67,8.33,8.33,0,0,8.33,0,0,0,12.5,8.33,0,16.67,4.17,0,4.17,0,12.5,8.33,0,0,0,0,0,12.5,0,12.5,0,4.17,4.17,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,8.33,0,4.17,4.17,4.17,0,4.17,0,0,0,0,0,0,12.5,0,0,0,8.33,4.17,0,20.83
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1.0,2066,1,17,79.1,2.18,83.69,1,8.5,17.65,100,58.82,47.06,17.65,11.76,11.76,0,0,0,0,5.88,11.76,5.88,5.88,17.65,11.76,0,0,0,17.65,5.88,0,0,0,0,0,29.41,0,11.76,11.76,0,0,5.88,0,0,0,5.88,0,5.88,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,0,0,0,0,0,17.65,5.88,0,0,5.88,5.88,0,0
