dataset,tweet,label,roberta_on_irony_mix,roberta_on_polarity,roberta_on_sarcasm,roberta_on_sarcasm_mix,bertweet_on_irony_mix,bertweet_on_polarity,bertweet_on_sarcasm,bertweet_on_sarcasm_mix,bert_on_irony_mix,bert_on_polarity,bert_on_sarcasm,bert_on_sarcasm_mix,bert_alea,bert_epi,bert_total,roberta_alea,roberta_epi,roberta_total,bertweet_alea,bertweet_epi,bertweet_total
sarcasm,Driving to work singing along and oh story short I Michael Ball fistbumped my wrist straight into the roof of the car HTTPURL,0,0.020918993,0.0040925452,0.2956443,0.29226997,0.044357777,0.049542457,0.15578923,0.59543747,0.14579943,0.19872749,0.12733582,0.33548626,0.5029388665596859,0.006640607205908746,0.5095794737655946,0.4282736553121591,0.019840532272808298,0.4481141875849674,0.515649925979047,0.05116956216172808,0.5668194881407751
sarcasm,happy birthday mols ! ! thanks for being such a fun person I love you bunches :sparkling_heart: :sparkling_heart: @USER,0,0.021224467,0.004288904,0.12664035,0.13448663,0.08950346,0.05652727,0.068474844,0.059596866,0.07326245,0.87680286,0.2998656,0.12873977,0.6440830756458578,0.10136518433856984,0.7454482599844277,0.2579120625259512,0.0035131579721209756,0.2614252204980722,0.24980835040684107,0.00016593884999559783,0.24997428925683668
sarcasm,“ it 's hotter in the america right now and it feels fine british people are just being dramatic :face_with_rolling_eyes: ” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE :double_exclamation_mark: :double_exclamation_mark: :double_exclamation_mark:,1,0.71978074,0.011272938,0.40226004,0.5825202,0.9704047,0.9294566,0.6982929,0.93987465,0.873772,0.8221469,0.7079503,0.9267259,0.4516612758126624,0.006550406032126872,0.4582116818447893,0.6830191444778724,0.07083320186378336,0.7538523463416558,0.3578474343766966,0.01178503727765047,0.36963247165434704
sarcasm,"My children are 18 , 9 , and 7 . They have never known their nation at peace #ww111",0,0.012336229,0.0025707262,0.81342566,0.043168116,0.053906083,0.059382953,0.15178642,0.6494528,0.14095038,0.06965282,0.22349155,0.4648687,0.5328431545582744,0.022184021252053425,0.5550271758103278,0.5242054640293936,0.1184513001610068,0.6426567641904004,0.5376181567002911,0.0605424437150148,0.5981606004153059
sarcasm,"I got an invitation to my ten year high school reunion today ... just , no .",0,0.02599503,0.003142564,0.22456856,0.37469319,0.07928218,0.054318186,0.100279376,0.07094816,0.046821587,0.05292263,0.14104494,0.49634624,0.4778275031104834,0.033851045614867445,0.5116785487253508,0.4348292987758572,0.02319755204528428,0.4580268508211415,0.2694063045583489,0.00027392789869689266,0.2696802324570458
sarcasm,"Once you give a give a charlatan power over you , you almost never get it back - Carl Sagan - #BrexitShambles",0,0.025060914,0.0038116649,0.9392358,0.80503595,0.021446137,0.031907618,0.3472961,0.42094716,0.35893902,0.9138149,0.50488895,0.62632936,0.672606959767621,0.04158139747947232,0.7141883572470933,0.6867003759121273,0.18621978605407746,0.8729201619662048,0.507796882738564,0.03263342792542619,0.5404303106639903
sarcasm,""" Does Salah want to score today , even my grand mother could have scored that open goal ! """,1,0.28097028,0.009039741,0.9026608,0.9173309,0.13781862,0.15180373,0.94529027,0.9283733,0.09424092,0.6516692,0.33980197,0.97386885,0.69270337685133,0.10924290023611721,0.8019462770874473,0.6916338677079958,0.15557292486408375,0.8472067925720796,0.689810679705558,0.15688438256315462,0.8466950622687126
sarcasm,""" your pronouns are what 's in your pants "" ok . juicy / dumper",1,0.18866687,0.0029016521,0.48406604,0.62903774,0.8026807,0.12290555,0.9557288,0.9602233,0.21186668,0.07817875,0.8271543,0.8929973,0.693134181076031,0.1306011990015899,0.8237353800776208,0.6314316503784525,0.06001739071984178,0.6914490410982943,0.6018069678132287,0.11906583918886048,0.7208728070020892
sarcasm,"i am afraid that , despite all of your words and actions , you actually just hate me",0,0.008931765,0.002562299,0.12580545,0.44407776,0.050380882,0.09175198,0.743208,0.5180041,0.042292837,0.8719022,0.6215089,0.67732567,0.6874637013862078,0.09566762402046597,0.7831313254066739,0.4145475981964835,0.032154631574395735,0.44670222977087926,0.6479627663365667,0.08482469184828323,0.7327874581848499
sarcasm,I love how Instagram can motivate people . I saw a post by Kim Kardashian and I was motivated to delete my account .,1,0.08097845,0.0026200549,0.9021916,0.96711326,0.988977,0.99107987,0.9680218,0.9664854,0.9591261,0.9578578,0.69241714,0.61621803,0.49139429326239453,0.023856500199498566,0.5152507934618931,0.6928698912998716,0.2005910566677584,0.8934609479676301,0.1032819250370991,0.00013052110071891805,0.10341244613781801
sarcasm,who thinks me and sam should start a band called ' teeth at midnight ' :tooth: :crescent_moon:,1,0.067823455,0.00357629,0.96517074,0.85300577,0.022071952,0.022737604,0.17366605,0.2774473,0.01307759,0.06305124,0.82086736,0.974721,0.6910887058174437,0.18805485573618536,0.8791435615536292,0.6916222278114517,0.19279040150969634,0.8844126293211481,0.3747819841552796,0.0116640471816931,0.3864460313369727
sarcasm,Imagine not liking football :rolling_on_the_floor_laughing:,1,0.22523616,0.006355829,0.9473168,0.7906696,0.12671043,0.5074386,0.8965555,0.9049473,0.15861273,0.93974,0.91918427,0.9720247,0.5651839359661637,0.11590780395421332,0.681091739920377,0.6930314897966003,0.15088237566406598,0.8439138654606664,0.6692318495478857,0.1032977217381744,0.7725295712860601
sarcasm,Unpacking is the bane of my life,0,0.30567735,0.0021146366,0.31109038,0.23710568,0.10372973,0.070908375,0.06956032,0.045092955,0.28638414,0.32764944,0.6043249,0.16943038,0.6455363333344561,0.025448947404445678,0.6709852807389018,0.5192044831056525,0.015815139506814607,0.535019622612467,0.25960639934730606,0.00043437290114296237,0.260040772248449
sarcasm,Just walked past a girl wearing a yellow t-shirt that says ' Danny DeVito ' on it . Now I can't think of anything else .,0,0.06326748,0.0023012958,0.05436665,0.020656286,0.09437277,0.08623739,0.06307178,0.39204946,0.22092357,0.033301827,0.16651972,0.28695288,0.466697771550328,0.008694473553200662,0.4753922451035287,0.15220479800082395,0.0006122443536830569,0.15281704235450702,0.43789605501671713,0.01824633310841375,0.45614238812513086
sarcasm,"Why does Ramish think he can stop my kitchen rennovation because of the noise ? His kids are not exactly quiet or competent when they play their musical instruments , lets just say my dog makes a better sound .",1,0.34347525,0.002841657,0.9747276,0.97129786,0.9588322,0.26379532,0.88449275,0.7303013,0.17584495,0.38177526,0.8105092,0.7603952,0.6910809331220329,0.06978639130308428,0.7608673244251172,0.6824258000052168,0.17444709188340424,0.856872891888621,0.6027278432757481,0.07296857017991967,0.6756964134556678
sarcasm,"@USER That John Carpenter :videocassette: selection T is pure class . Yes , I 'll take that one , please :heart_suit:",0,0.009687658,0.0027528428,0.9215511,0.6254443,0.67404133,0.16115654,0.099659115,0.45153615,0.07643245,0.06751375,0.19392346,0.26142916,0.4224048983720231,0.006640442743848525,0.4290453411158716,0.6686849609348413,0.1581445872496824,0.8268295481845237,0.6453153707205643,0.05339962442464104,0.6987149951452054
sarcasm,"Maxwell , Arthur 's middle name is Grandpa 's name . So he has a piece of two very important people of Mikeys family . Grandpa is a incredible guy and this was probably the only thing at this point that we could give him to make him feel appreciated and loved . Grandpa loves his name .",0,0.06552435,0.006229877,0.037672587,0.03646004,0.016387561,0.021017896,0.07182892,0.03799246,0.119803354,0.10590753,0.12169501,0.2103548,0.40394593266128964,0.0017134544848624762,0.40565938714615213,0.15656418696882735,0.00044001664898186727,0.1570042036178092,0.15765939274651553,0.00047354737243934797,0.15813294011895487
sarcasm,@USER Please DO YOUR JOB or resign . Enough is enough .,0,0.0038479408,0.0017234866,0.17172973,0.17616946,0.087903,0.08835448,0.21117876,0.13977392,0.045030437,0.049422167,0.43845206,0.58711624,0.5929582511361067,0.056951068172030925,0.6499093193081376,0.29874481263577063,0.007327296628935224,0.30607210926470585,0.3897989505041708,0.002544757682642001,0.3923437081868128
sarcasm,It 's been a productive last day . Maxed Out all my credit cards in preparation of my Rapture tomorrow ! ! ! #iwishwehadallbeenready,1,0.49047473,0.0048155924,0.95076835,0.86155564,0.7156195,0.9855343,0.7005086,0.9243181,0.9860386,0.97786784,0.11851827,0.8787244,0.5727562173777428,0.1306499429404826,0.7034061603182254,0.6812717745404384,0.13888906829448422,0.8201608428349226,0.45350756018477933,0.015732200580811873,0.4692397607655912
sarcasm,am honestly so disturbed by the star signs changes ? ? like I 'm a Scorpio not a libra ? ? am so so stressed,0,0.25817588,0.005367663,0.25203997,0.09687769,0.0652436,0.1616899,0.05289886,0.052557874,0.973041,0.92911494,0.3822449,0.09639992,0.6749098873902201,0.1371036007150189,0.812013488105239,0.4280750452374048,0.011453962205535292,0.4395290074429401,0.28627025352513336,0.002085038424256448,0.2883552919493898
sarcasm,"@USER @USER Yes , because we need literally every single fucking celebrity to speak up on a topic that 's been forced down everyone 's throats for the past four months . I use the internet to get away from these fucking real life problems ; not everyone needs to weigh in .",1,0.00506671,0.0025756608,0.30222824,0.6533314,0.9722037,0.98446333,0.86202127,0.8547717,0.13931952,0.29114434,0.13468055,0.19951077,0.4879060837874064,0.003985991796538324,0.4918920755839447,0.5520008938891421,0.07156915111398687,0.623570045003129,0.2827445584859489,0.00362157964042045,0.28636613812636935
sarcasm,"i love dolly parton . that 's all i have to say today , thanks .",0,0.069209754,0.0039772475,0.048917565,0.33751827,0.05616707,0.05274189,0.7576565,0.40999088,0.29301202,0.23403996,0.7918462,0.9058687,0.6868187989975011,0.08771308381229459,0.7745318828097957,0.35665055750516567,0.017076007834415617,0.37372656533958126,0.6262188182443533,0.08516832952250811,0.7113871477668614
sarcasm,@USER All I want for Christmas is Fate Collab Rerun in 2021 . Alongside Blu ray release ?,0,0.007451317,0.0017900518,0.26468194,0.19770928,0.030879421,0.05623183,0.07497317,0.11500873,0.018241433,0.032335587,0.09992247,0.4593252,0.4269460126894996,0.032342735324267485,0.45928874801376707,0.3627362947657008,0.013398722616553924,0.37613501738225474,0.25175509689051173,0.0009420969899321856,0.2526971938804439
sarcasm,I do n't want to see makeup reviews of a brand new mascara . Show me the 20th time you 've worn it . Even the worst mascara looks good when it 's fresh .,0,0.10269568,0.0028964696,0.70080966,0.79019475,0.34676644,0.095507525,0.14541905,0.25657797,0.017778091,0.11732545,0.2523245,0.5724927,0.5510570849543602,0.04378372733508737,0.5948408122894476,0.6726651623134012,0.12220414279301127,0.7948693051064125,0.5153679209719773,0.009537308001476267,0.5249052289734535
sarcasm,Loving the representation from South Yorkshire :smiling_face_with_hearts: :smiling_face_with_hearts: #GodsOwn #England #ENG #bbcfootball #bbc,0,0.012661462,0.0036607196,0.04879123,0.02323253,0.86460805,0.80167234,0.046037894,0.056160346,0.92855513,0.68944955,0.13219477,0.086666584,0.6898168936246598,0.12975566468159477,0.8195725583062545,0.10605187813370501,0.0002856991784458536,0.10633757731215086,0.6864318651394796,0.15340498170025096,0.8398368468397306
sarcasm,I love days when Rob works short call and is only at the hospital for * checks watch * 13 hours .,1,0.6301496,0.004380639,0.9882091,0.9836482,0.99007964,0.9914009,0.9641921,0.9690693,0.99017394,0.97227895,0.8951161,0.9767711,0.1724152400704484,0.0013861052243360201,0.17380134529478442,0.6464524943289858,0.1607286785501598,0.8071811728791456,0.10311180319159025,0.0001485094423746753,0.10326031263396492
sarcasm,craving an ice pick lobotomy on this Friday afternoon,1,0.49122754,0.0028398552,0.92268425,0.74816614,0.90201175,0.43124983,0.9071752,0.92661506,0.66922504,0.20950621,0.191261,0.40465027,0.6582389935815827,0.03710874421891275,0.6953477378004954,0.689743580827072,0.12017352622593809,0.8099171070530101,0.5116114916014671,0.04340739665377215,0.5550188882552393
sarcasm,The tiktok fyp knows me better than I know myself,0,0.03216241,0.0031711662,0.7770651,0.5787166,0.22794433,0.26751795,0.2497867,0.10308446,0.08268363,0.10634478,0.19886202,0.5236506,0.536708419138516,0.031043771609675114,0.567752190748191,0.6460607851206821,0.11399678043659887,0.760057565557281,0.5167039154764833,0.004156716546543649,0.520860632023027
sarcasm,Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran . Nothing against him but he just does n't inspire me to watch football . #Football #NFL #Weak #TestosteroneDeficiency HTTPURL,1,0.00501579,0.0028653583,0.22391237,0.04504342,0.078293435,0.06541771,0.9472134,0.9629647,0.019376535,0.09282421,0.111764014,0.08583559,0.27249699083613577,0.0012141658366600424,0.27371115667279583,0.25158866091608967,0.00825983873749882,0.25984849965358847,0.6927841282818162,0.19507707991243145,0.8878612081942476
sarcasm,"Do n't worry , 20 something people who follow me here , I brushed my hair for the first time in a week today . I know , impressive .",1,0.076630555,0.0041670618,0.74711126,0.78613585,0.98424214,0.97643423,0.87385654,0.92500466,0.98813117,0.9755553,0.58799624,0.7188563,0.4749611350516246,0.02912473920113537,0.50408587425276,0.6744096673113387,0.13269733020248536,0.8071069975138241,0.2272855002056029,0.001971146032395867,0.22925664623799877
sarcasm,oh you 're just friends ? why 'd u shave then ?,1,0.068252504,0.0019157223,0.97567296,0.94594777,0.4700835,0.0519576,0.9437425,0.9655362,0.3249451,0.030474808,0.91396016,0.9623807,0.6864179390429148,0.15570719658509374,0.8421251356280086,0.6931387508814396,0.2149027927819186,0.9080415436633582,0.6697088840504217,0.1421897891296725,0.8118986731800942
sarcasm,If you do n't like Lemonade you 're an extremist :lemon:,1,0.0405878,0.0035868443,0.76912135,0.6125403,0.06803839,0.04626437,0.74571717,0.5647297,0.01906229,0.029669616,0.81932545,0.9280654,0.6879424010433404,0.18183224951330879,0.8697746505566492,0.6513536217787936,0.115040305143749,0.7663939269225426,0.6511929697653391,0.09357636727347593,0.7447693370388151
sarcasm,Poor Steve Clifford . Next hire has to be right to get us from A to B . #Magic,0,0.027494306,0.0038366602,0.9099719,0.67266196,0.7599872,0.9488021,0.9504165,0.92517126,0.8926007,0.85197026,0.90676785,0.18552639,0.6028519023977614,0.09182156700056304,0.6946734693983245,0.6744018590692971,0.1575182532479661,0.8319201123172631,0.3335809614089658,0.006274906466731677,0.3398558678756975
sarcasm,Newfound desire to study so I can walk home when it is still SNOWING,0,0.63861763,0.0022210514,0.9675079,0.6924866,0.9716471,0.9102799,0.50034815,0.11568931,0.93230456,0.48311314,0.22268035,0.10164881,0.684656659470233,0.10145733331700671,0.7861139927872397,0.6817915542557332,0.12499707650007427,0.8067886307558075,0.6618226352989509,0.11912081502083641,0.7809434503197873
sarcasm,@USER With some pastel green flare leggings a Chucky white boot and a hot pink shoulder bag :orange_heart:,0,0.0053278976,0.0034711345,0.12537305,0.027400851,0.024857003,0.029915884,0.06374963,0.06601746,0.00847332,0.020433765,0.24479078,0.23989917,0.38333239347888065,0.013004498763349276,0.3963368922422299,0.1691918550992581,0.002495797597936402,0.1716876526971945,0.18697372831597234,0.0003553500714604578,0.1873290783874328
sarcasm,"sorry for crying about paddington , i really did n't mean to",0,0.039384644,0.0033993672,0.04769081,0.030818647,0.26720262,0.20959944,0.12901713,0.3225852,0.06422753,0.6005161,0.2335631,0.9108822,0.6885891410501239,0.10767792995473116,0.796267071004855,0.13586443150985963,0.00027722047118444433,0.13614165198104408,0.5418026820206778,0.005138029658209218,0.546940711678887
sarcasm,"Broadband back , starting to feel a bit more normal .",0,0.3716077,0.0030943702,0.14849801,0.037322912,0.9589965,0.8533406,0.06848071,0.05202538,0.7339563,0.44161084,0.118697174,0.10544906,0.6474022675662859,0.06728028133676238,0.7146825489030483,0.40520075771301156,0.020750002591033538,0.4259507603040451,0.6925833179312,0.18032250378612863,0.8729058217173287
sarcasm,Currently bombing aces on the volleyball court and math tests in the classroom . #StudentAthlete,1,0.08839987,0.0035546026,0.10574742,0.025853418,0.981278,0.9874077,0.074506275,0.25254402,0.8365429,0.60337186,0.6787184,0.09949756,0.6871877042991836,0.07609852079321341,0.7632862250923971,0.2155023276730746,0.0017959610125585848,0.21729828868563317,0.682174513992675,0.17240230166769152,0.8545768156603666
sarcasm,"“ tit for tat , butter for fat , you kill my dog , i eat your cat ” is a liberian proverb for “ an eye for an eye ” . my ancestors were spittin '",1,0.0914104,0.0035628409,0.8146731,0.90949434,0.044938706,0.036329,0.88744336,0.82099336,0.05010325,0.043410033,0.18187514,0.9006285,0.6056981739582837,0.12571276934807407,0.7314109433063578,0.689052825930991,0.16798064129818885,0.85703346722918,0.6876089183207901,0.16604115369978406,0.8536500720205742
sarcasm,@USER @USER It ain't funny it 's heartbreaking :pleading_face:,0,0.005672194,0.0025095984,0.12587328,0.17250308,0.22203453,0.058526427,0.10056462,0.06522064,0.034958478,0.9488784,0.17981249,0.09388058,0.6225623949920311,0.1368482538756381,0.7594106488676693,0.27048423678651284,0.00553634797390558,0.2760205847604184,0.34981960712306776,0.004321353372477113,0.3541409604955449
sarcasm,I would like to offer my complete support for the new rules as they have obviously supported the public by sticking to them at all times,1,0.16291428,0.0024946765,0.9107622,0.8619933,0.0321187,0.56608087,0.94599193,0.9470762,0.6684796,0.96437454,0.7955178,0.8587176,0.46869526443678766,0.011472076172154677,0.48016734060894234,0.6926691480790496,0.16498678878062573,0.8576559368596752,0.6626682475796724,0.14043238355884735,0.8031006311385197
sarcasm,All these exams :loudly_crying_face:,0,0.10172789,0.0059341285,0.27346233,0.015823752,0.17352505,0.29089114,0.066364974,0.066185184,0.7959021,0.07132338,0.122453064,0.08262071,0.5813345878419995,0.09322792234767185,0.6745625101896714,0.3234033028454497,0.011505966479663371,0.3349092693251131,0.42139128302866447,0.00860529537550559,0.42999657840417005
sarcasm,"Being a girl is about garish blue eyeshadow , mostly",0,0.15887456,0.0025931613,0.9134076,0.35674265,0.3439552,0.12786615,0.92132777,0.2719555,0.089542456,0.08558821,0.6813472,0.2197397,0.5823160445656632,0.05957541836992625,0.6418914629355894,0.6522029755637933,0.1186110271075555,0.7708140026713488,0.6790615539166043,0.09107905919748732,0.7701406131140915
sarcasm,How I flirt with boys Boy : “ Hey I saw you from across the room and had to come over ” Me : “ Wow you 're super observant . Do you have 20/20 vision ? ”,1,0.09093379,0.004179913,0.9071085,0.92253065,0.9769158,0.8537917,0.89829093,0.87881196,0.7022818,0.744019,0.19599782,0.8456889,0.6630780872366611,0.0632120962703162,0.7262901835069773,0.6924392448460006,0.18900666762880355,0.8814459124748042,0.32077137108680603,0.0021219626724621183,0.32289333375926815
sarcasm,2 x sand eating toddlers for sale . No previous owners . DM for details x,1,0.032953437,0.0023559728,0.030390922,0.05083658,0.03590996,0.042620264,0.04698728,0.054839138,0.0225096,0.02364706,0.825795,0.6650204,0.6661031323911274,0.13367115041870065,0.799774282809828,0.1317196562063463,0.0003010581677708871,0.13202071437411717,0.1837934320336564,4.7254522658424615e-05,0.1838406865563148
sarcasm,Match play golf is just class to watch,0,0.56663847,0.0028327703,0.5061368,0.3727462,0.76475763,0.80091435,0.08043087,0.056227095,0.9329715,0.9525879,0.648109,0.460061,0.5640508378677449,0.04223924913364249,0.6062900870013874,0.6546104170181268,0.04794221721286149,0.7025526342309883,0.682029987064884,0.12786670733232738,0.8098966943972115
sarcasm,So so thankful for the truth and leadership @USER is dropping tonight,0,0.026103478,0.0025276537,0.8839968,0.41129184,0.17913805,0.102901235,0.10744774,0.0902299,0.9837588,0.97679615,0.164053,0.07955328,0.6879278658332673,0.18514313111031067,0.8730709969435779,0.6348704441227757,0.12827705254580107,0.7631474966685767,0.36678396376332134,0.0012083686936453536,0.3679923324569667
sarcasm,Where is the Chancellor ? Please check the back of your sofas .,1,0.06840773,0.002400501,0.94624674,0.6016584,0.07645199,0.03103826,0.9501112,0.96592385,0.021355709,0.041627042,0.30957833,0.32721797,0.46364077651484914,0.02066913479361427,0.4843099113084634,0.674863030519727,0.15175071470411142,0.8266137452238383,0.6930779969970564,0.2047161991970069,0.8977941961940633
sarcasm,"So hard to book a jab , turn up , be jabbed , wait a bit and then get on with your life . Why bother ?",1,0.07616616,0.0030791718,0.9688099,0.979294,0.06732315,0.83262426,0.9445322,0.9324802,0.2292614,0.05726057,0.95050484,0.94641584,0.6889348599571828,0.16578662600331512,0.8547214859604979,0.6930536780857898,0.21897097477052924,0.912024652856319,0.6156660656617079,0.13289487962663526,0.7485609452883432
sarcasm,"Forgot to wash my hands after using self tanner so now I have what looks like just-ate-chicken-wings hands , but permanently",0,0.5280877,0.0035023584,0.4020302,0.16022117,0.042403653,0.037017632,0.12787613,0.1657292,0.08346609,0.036211185,0.56954104,0.2328369,0.5398964293890498,0.04358035036692748,0.5834767797559772,0.5866702929307995,0.04176643070320572,0.6284367236340053,0.31000847166844847,0.003049908337114794,0.31305838000556324
sarcasm,yes it makes perfect sense for harry and ginny to get together . it 's not like she was the most boring person ever or anything,1,0.049114663,0.0025236798,0.91844547,0.94977957,0.9880019,0.99086845,0.954404,0.96324736,0.98773617,0.9761376,0.8657455,0.967995,0.2002676699245245,0.002382102632092672,0.20264977255661717,0.6923442289505353,0.20664326997004434,0.8989874989205796,0.12007724093741029,0.00024503806166276847,0.12032227899907307
sarcasm,"@USER Yes , because we really have that sort of power . Why do brexity types always sound like they are all paranoid conspiracy therorists ?",1,0.0096352445,0.0018814721,0.9805079,0.7484294,0.8338835,0.96163934,0.9564218,0.9490038,0.83630455,0.14327209,0.94566655,0.97450984,0.5882286190083206,0.11543623385521337,0.703664852863534,0.6847028681831202,0.1910859101614599,0.8757887783445801,0.26578836289091723,0.002801986213239299,0.2685903491041565
sarcasm,i want :( a corn dog :( ( so bad wtf :( ( (,0,0.107920796,0.08341207,0.031222232,0.15250778,0.031230245,0.026611172,0.046416566,0.043458987,0.029005175,0.10275648,0.11565665,0.09781268,0.2939110185239575,0.0011369667914395926,0.2950479853153971,0.3111648139286364,0.0019174704372845052,0.3130822843659209,0.158059200072947,6.789700544422719e-05,0.15812709707839123
sarcasm,Really glad to learn that the police operate purely in the style of ' Minority Report ' . I was worried they might start looking into crimes AFTER they happen . Phew,1,0.4338611,0.0025872418,0.9897939,0.9810363,0.9881953,0.9912032,0.96682125,0.97203064,0.9917231,0.9739792,0.95963126,0.9852132,0.10709940261982151,0.00014835079826329986,0.1072477534180848,0.672266964750504,0.1704047099638895,0.8426716747143934,0.09973655704883233,0.00010727487472851887,0.09984383192356085
sarcasm,pay it forward is honestly one of the worst movies I 've ever seen why would would anyone make an ending so sad I 've been crying for 30 min,1,0.07252285,0.0032508066,0.26040778,0.18751371,0.0196859,0.033003498,0.053789496,0.059984304,0.67511725,0.32059106,0.19789658,0.3212162,0.663426733891235,0.03180852471010637,0.6952352586013413,0.3881390195008977,0.009919895798766681,0.39805891529966436,0.17304567863008674,0.00026017326831190865,0.17330585189839864
sarcasm,"If you are a grown adult and you are riding a razor scooter around , please grow up . Best regards",0,0.04911962,0.0020486016,0.8403424,0.4304718,0.6004086,0.40512443,0.8549493,0.65456074,0.10055001,0.45838732,0.72883415,0.3013701,0.6718956234804614,0.05272741367669771,0.7246230371571591,0.6345290587313865,0.11424721822890249,0.748776276960289,0.6596119264950162,0.025660986916966572,0.6852729134119828
sarcasm,My dream is to be left alone .,1,0.015790325,0.0021817165,0.47676316,0.08013543,0.03248398,0.14251679,0.7282871,0.6177997,0.02254421,0.03166039,0.1497386,0.31924188,0.38789758254164614,0.01435424774792975,0.4022518302895759,0.4116551336120653,0.037839957846165076,0.44949509145823036,0.6641970721816343,0.08875449120822956,0.7529515633898638
sarcasm,just realised the first time I will listen to Red ( taylor 's version ) will be on the way to printworks so I will literally be crying in the club,0,0.19038956,0.004569854,0.051221713,0.03960054,0.29208,0.039150897,0.054825556,0.06310813,0.052162893,0.049228933,0.08245553,0.18727092,0.3089219925668039,0.0031453933650930493,0.312067385931897,0.25736184380121085,0.005010786118799043,0.26237262992000987,0.35127887917190276,0.01084869778582992,0.3621275769577327
sarcasm,Just came online to remind y'all that Davido is still The King .,0,0.020512247,0.0020917382,0.13663293,0.081792444,0.074939005,0.11346034,0.23316686,0.18921171,0.15459177,0.07891824,0.38916245,0.80276364,0.6512944946446544,0.07950913983917002,0.7308036344838245,0.22767501374165192,0.0028149752756184325,0.23048998901727036,0.4273545991551043,0.003848635915938128,0.43120323507104247
sarcasm,"Because Karen from YouTube knows more about science than , you know , actual scientists",1,0.019653983,0.0021110475,0.9370603,0.89340943,0.9618332,0.98002577,0.943364,0.94094414,0.3791268,0.5010914,0.8181425,0.9327272,0.6425022628162878,0.05087775429417187,0.6933800171104596,0.6904153693078932,0.2047399372543008,0.895155306562194,0.1787829664375564,0.00024910929280861895,0.179032075730365
sarcasm,I 'm thankful for nuggets but also my amazing friends & fam :red_heart: :red_heart:,0,0.09178961,0.0072765015,0.027453402,0.008717736,0.024510086,0.033825457,0.047526497,0.043679956,0.03635748,0.2355876,0.08496719,0.088795364,0.3494882715972072,0.005565899979657379,0.3550541715768646,0.1477440067674888,0.0011839224418223964,0.1489279292093112,0.15954419366077116,8.022754708079624e-05,0.15962442120785195
sarcasm,I just can't wait to spend time with my family over Christmas ! I just love being the only single one and the many many questions asking when will I get a boyfriend :face_with_rolling_eyes:,1,0.3820186,0.0066279327,0.9106388,0.96435934,0.9891761,0.9917783,0.96524805,0.9713415,0.98611313,0.96712154,0.94751203,0.9592115,0.15174913577284044,0.00019740014513235045,0.15194653591797277,0.6844332741083945,0.1560530749719347,0.8404863490803292,0.10041921491401855,0.00012850269193796874,0.10054771760595652
sarcasm,really not taking this ' university in lockdown ' thing seriously,0,0.3937046,0.0022942305,0.78323126,0.26390326,0.7100884,0.12842084,0.4149615,0.7310093,0.78828573,0.2788928,0.86813194,0.7083798,0.6404216449008395,0.05183900784662708,0.6922606527474666,0.6538675659623236,0.07936156150080584,0.7332291274631295,0.6931170696129609,0.06068620846000129,0.7538032780729622
sarcasm,If only clever people actually had the ability to be clever and not repeat everything they think they know,1,0.0205089,0.0025593268,0.98338723,0.96790165,0.08274894,0.37579706,0.93128633,0.92041206,0.8502754,0.95605564,0.94449127,0.96033317,0.2593212605878576,0.0020363624864809483,0.2613576230743385,0.6930649815613468,0.23244742925993944,0.9255124108212862,0.6810670084476247,0.13205403015811543,0.8131210386057401
sarcasm,why is someone jackhammering at 8am omfg,0,0.22668815,0.0023572238,0.58509517,0.3666714,0.14297304,0.06825966,0.118207335,0.08844785,0.56242913,0.052395258,0.5128682,0.83576006,0.6929802056491443,0.07920347064033353,0.7721836762894778,0.6067448427501162,0.04489953393364277,0.651644376683759,0.33479923324370037,0.0008097741150346542,0.335609007358735
sarcasm,"Prayers go up , blessings come down",0,0.19534257,0.0033470178,0.07121102,0.05629401,0.0506929,0.043608904,0.1494586,0.16400795,0.46244538,0.13754812,0.13750133,0.10351545,0.5142911128265717,0.021393176543232653,0.5356842893698044,0.28253552343265653,0.004952303735814224,0.28748782716847077,0.32932934144560966,0.0030348074411715976,0.33236414888678123
sarcasm,my bf took my off his lock screen which obvi means he 's cheating on me,1,0.054085422,0.0021160133,0.96463424,0.836823,0.46892083,0.33200833,0.8166159,0.8241816,0.10826604,0.0434254,0.13658935,0.4834644,0.49045272227210457,0.029276029452797517,0.5197287517249021,0.6906124045522645,0.19274943055381094,0.8833618351060755,0.6685546041470926,0.04643646084248971,0.7149910649895823
sarcasm,Keanu reeves is killing his role in ozark season 3,1,0.085082784,0.00262425,0.37769178,0.5425539,0.09314901,0.108405374,0.1632336,0.07501397,0.4016932,0.4876634,0.6102485,0.9375331,0.669067038808566,0.0414084781247125,0.7104755169332785,0.5645088575503077,0.047567403372760025,0.6120762609230677,0.34641180666933846,0.001086081838656587,0.34749788850799507
sarcasm,James Harden is allowed to travel every time he drives apparently,1,0.07623279,0.0020344958,0.97330034,0.96014345,0.94003046,0.98012984,0.9567389,0.9651138,0.35939372,0.12601504,0.83587307,0.89572805,0.6872489118890934,0.10431824074631596,0.7915671526354093,0.6931300347999264,0.21581480268556602,0.9089448374854925,0.16634147914297326,0.00020994141690930032,0.16655142055988256
