,tweets,class
6816,"Only been to Port Credit on weekends, but my weekday visit to #Starbucks confirms that it's affluent white person central. #whew #sarcasm",sarcasm
6817,You can play as the Terminator in the new WWE game?! Cooooool... #sarcasm,sarcasm
6818,@Eagle_Chaser what a wonderful rounded and fascinating human being he must be #SARCASM,sarcasm
6819,http://t.co/wKkMXYYU6j at its best #sarcasm al yellon craps on @gdubcub saying starlin may have adhd. yellon has said the same in the past,sarcasm
6820,"I guess I'll make my escape late at night, @PurrsLikeMyRide. Then. Nothing bad happens at night. #sarcasm",sarcasm
6821,#canMNT is up 2 spots in today's #FIFA rankings. REJOICE. #Sarcasm #Still50plusSpotsBehindCapeVerdeIslands,sarcasm
6822,@TheYoungTurks @ChrisChristie He should be a ballerina. #sarcasm,sarcasm
6823,.@foxnews thanks for making the Debate easy to watch online. #sarcasm #gopdebate,sarcasm
6824,@megynkelly thank you for having Debbie Wasserman Schultz on you program.  She really offered fair balance! #sarcasm,sarcasm
6825,"So with that water boarding question was he supposed to say, ""yes, I'll bring it back!"" #tortureisokay #sarcasm #GOPDebate",sarcasm
6826,"To my online friends who have gained ""fans"" along the way...😆😆😆 #sarcasm http://t.co/zQXm6VVHJx",sarcasm
6827,@pewpewmcgoo they were different? Oh my... I had no idea. #sarcasm,sarcasm
6828,Thank God that Donald Trump told us about the issue of immigration. I feel so informed now #sarcasm #GOPDebate,sarcasm
6829,"Hey, I've got a great idea! Let's elect her president. #Sarcasm #TedCruz2016 http://t.co/xePM8iwnUH",sarcasm
6830,Standing room only at the 5 pm #GOPDebate. People are clawing at the doors to get in. #sarcasm,sarcasm
6831,"Sure, it is our low taxes that are scaring away investors and stopping kobs creation. #sarcasm #elxn42 #macdebate",sarcasm
6832,It's lovely to see a misogynist cheered so loudly especially when it's drowning out a woman speaking. #GOPDebate #Sarcasm,sarcasm
6833,"Amongst my many talents, I am also a Master-Baker 🍪🍪🍪 🔥🔥
😊😊😊😊😊😊😊😊 #Sarcasm http://t.co/vq5PhNZLOP http://t.co/BehQ2eaa7z",sarcasm
6834,How U Gon' Lie When I Got WiFi? #humor #sarcasm #selfie #chriscrocker #wifi #cheating #relationship… https://t.co/cArQlRSHEr,sarcasm
6835,#BlackLivesMatter obviously equals #StraightOuttaCompton! #sarcasm #GOPDebate  https://t.co/bkvocqWQ8R,sarcasm
6836,This makes my so happy but also scared if our country decides to choose these #greatpoliticians #sarcasm,sarcasm
6837,@annieoftx @KyleKulinski yeah and trumps a freaking rocket scientist. #GOPDebate #sarcasm,sarcasm
6838,"There's nothing a prayer and a repost can't solve, right? #sarcasm #ivegotfaiththo #kinda",sarcasm
6839,"i won't lie.. i could sense the hint of #sarcasm in AKA's earlier tweets, ya'll just didn't get it 😂",sarcasm
6840,Trump off to great start... #sarcasm #digdigdig,sarcasm
6841,"Oh, look, it's devolved to a shouting match. Good job, moderators. #sarcasm #GOPDebate",sarcasm
6842,The #Toronto #taxi industry folks. Where your personal #security is always their priority #sarcasm #taximoment #TOpoli,sarcasm
6843,. @dranthonylynham do @qldlabor give you all their dirty jobs? It's not like you could be doing anything else... #sarcasm #qldpol,sarcasm
6844,@UinvitedU This is the most useful tweet tonight.  #sarcasm,sarcasm
6845,How can this many men have this bad of hair? That's the true crisis America is facing today!!! #sarcasm,sarcasm
6846,"@crousselle you mean, ""Why is Donald Trump beating you?"" or ""Why are you running"" aren't legitimate questions?!? #sarcasm",sarcasm
6847,"Yes, Aldon Smith, you screwed up again, but at least you still have all your fingers and thumbs right? #sarcasm #NFL",sarcasm
6848,@Scamcouver We can be proud we have multi-$MM dumps conveniently located. #sarcasm #VanRE,sarcasm
6849,"@aileenmeghan Try having to cancel a trip because a family member is in the hospital, likely dying. They're SUPER helpful! #sarcasm",sarcasm
6850,Jokes... That's the way to convince you are good for presidency! #GOPDebate #sarcasm,sarcasm
6851,Another sucker in my life #sarcasm in #sunny #Amsterdam #humor http://t.co/q1Qe5yqhts,sarcasm
6852,Buzzing for this season @whufc_official #Sarcasm,sarcasm
6853,"@AirCanada over booked another flight.. Weird, that hardly ever happens #sarcasm",sarcasm
6854,#GOPDebate joke. Iran you are shunned from the cool kids table and we will ignore you. #problemsolved #warforver #nonegotiations #SARCASM,sarcasm
6855,This is my #Quoteoftheday i think this is #sotrue #friendship #sarcasm #alcohol #cake… https://t.co/co1KWCfksk,sarcasm
6856,Well that was a waste of time. Thanks for all those hard hitting questions @FoxNews #sarcasm #GOPDebate,sarcasm
6857,That one friend who dosen't understand sarcasm #relatable #thatonefriend #TagsForLikes #sarcasm #funny https://t.co/Vv8ChHvoI8,sarcasm
6858,"Bought a new bath mat today, this one has zebras on it. I am crazy! Someone stop me! #sarcasm #zebrasthough",sarcasm
6859,"yes @LindseyGrahamSC ,,,, thats a winning message....... #sarcasm",sarcasm
6860,"let's all CLAP AND CHEER because you would accept your daughter for who she is, no matter what their sexuality is #sarcasm #GOPDebabte",sarcasm
6861,Sorry I was just really feelin myself last night also maybe i could hand model #sarcasm http://t.co/iGnCUiRYEf,sarcasm
6862,@Boricuaadoll I know being #Sarcastic lol,sarcasm
6863,"Explaining to a white kid, @timjcar, that the n-word is racist. But he can't be because he has black friends #Sarcasm http://t.co/pb7icP7Cn5",sarcasm
6864,Wtf happened lastnight. 😶 #sarcasm,sarcasm
6865,"Texas voter photo ID requirement discourages turnout http://t.co/HLfI3KdJ1l. Abbott, no doubt, will get right on this! #sarcasm",sarcasm
6866,"@IvanTheK yes if anyone at Tweetdeck leaves, that would clearly be a brain drain. #sarcasm",sarcasm
6867,"It's nice to shop for food, next to people who make out as if they are the only ones there. #sarcasm",sarcasm
6868,"I'm next! 👌👏😍
#sexybeast #sex 
#relationships #girlfriends 
#boyfriend ..
..
..
. #sarcastic #music #love #selfie #… http://t.co/KiUSG9neQe",sarcasm
6869,Man U and Chelsea's offense looking really nice. #sarcasm #coyg #Arsenal,sarcasm
6870,@CNNPolitics @realDonaldTrump @MaeveReston this is #sarcasm  right? @realDonaldTrump is the biggest #ClownShow at @GOP #Circus,sarcasm
6871,"@texsassforever @Salon you know it's not discrimination to discriminate against whites, Christians, or men #sarcasm #hypocrites",sarcasm
6872,Thanks for volunteering me for that mom. I appreciate it. #Sarcasm,sarcasm
6873,"DAILY DOSE OF AESTHETICS 8-8-15

I sure do love getting chopped across my chest. #Sarcasm #ProWrestling http://t.co/l1A3HamMa9",sarcasm
6874,"A harmacy?? That's the exact opposite of a Pharmacy! Good job, CVS! #SARCASM",sarcasm
6875,Happy fun grin and bear it in-law family event day!!! Yay!  Not! #sarcasm,sarcasm
6876,"@Bipartisanism but race has NOTHING to do with it, huh? #sarcasm #Blacklivesmatter",sarcasm
6877,"@Kingofalladams #Sarcastic haha 😄 (unless you don't pay attention to my post) Yes, thats all i watch and i collect mask 👍",sarcasm
6878,"@1jamiefoster @LeeJasper I don't know. These bumpkins should leave us city folk alone....
#sarcasm",sarcasm
6879,"Wow, I bet @greggutfeld's book has at least 20k words. #TheFive 
#sarcasm in case someone missed it.",sarcasm
6880,"Going to Disneyland with my two sisters and niece, by myself... Yay #Sarcasm",sarcasm
6881,"@LunaCee73 we have ""jamesisms"" now we have ""austinisms."" yay. #sarcasm",sarcasm
6882,I fucking love getting to work covered in a sheen of sweat everyday #Sarcasm #WhyIsBARTsoHot ?? #BART,sarcasm
6883,"Just setting on an accident scene. Yay, excitement!!! #sarcasm",sarcasm
6884,NFL season is fast approaching &amp; we'll no longer be the proud owner's of this fabulous trophy. Heartbroken. #sarcasm http://t.co/n2NRZJdjiH,sarcasm
6885,Sounds SUPER racist #sarcasm https://t.co/yG0lTlthr3,sarcasm
6886,"@ElleOriole no he is not, what gave you that idea? He's paid to play baseball, he must be robot like #sarcasm",sarcasm
6887,"""Its hard to be humble when youre perfect in every way"" #sarcasm #lifesgood #rackitin https://t.co/VzgOWPoRcN",sarcasm
6888,I'm glad people still text back #Sarcasm,sarcasm
6889,"@LauraAgustin hey, the sweatshops of the world need their workers too #sarcasm #ThinkOfTheSweatshops",sarcasm
6890,"GM Friends.Congrats to the #TheBus #HOF cant wait to see Dri Archer have another standout preseason, then... #Sarcasm http://t.co/W2Fqh61G6i",sarcasm
6891,Another nice example of post-racism America. #sarcasm  https://t.co/j91hKAPiCP,sarcasm
6892,Found on fb Then looked it up myself Wonder how the education system missed teaching this in America #sarcasm #BLM http://t.co/ck46HoX7bY,sarcasm
6893,Hey bortles what's up you can't let M. Mario ta win the training camp NFL MVP. #Stopthrowingintsintrainingcamp #Sarcasm,sarcasm
6894,"Gee, that sounds familiar! #sarcasm @Akriloth 
#TreasureDragon #AQW #CaliAdventures http://t.co/Leu0677niL",sarcasm
6895,That wonderful feeling when nearly $1200 gets stolen from your credit card at a furniture store all the way in Paris. #sarcasm #dankicmb,sarcasm
6896,US appoints it's first every Pakistan Origin Spokeperson #sarcastic  https://t.co/1OUtTrJqGr,sarcasm
6897,"Congrats @OrlandoCitySC, you're right on par with the worst team in MLS. Good work. #sarcasm #noeffort",sarcasm
6898,"@CBSNews Oh another cop abusing his/her power, no I could not have seen that coming. #Sarcasm",sarcasm
6899,Forced to watch Rocky II. George thinks this is a great movie and should be taken serious like its the Godfather or something #sarcasm #yawn,sarcasm
6900,@knoxvilleraces no weather is great the decided to do this for the fun of it #sarcasm,sarcasm
6901,@CSNCubs Feels like 60 of them have been against the @Cubs #sarcasm,sarcasm
6902,"Don't anyone dare give any credit to Rodgers.
He obviously had nothing to do with today's result. 
#LFC 
#sarcasm",sarcasm
6903,@kevvyko you forgot the #sarcasm tag,sarcasm
6904,My mum's forcing me to listen to her read stories of people who have survived lightning strikes. Can't think of anything more fun #sarcasm,sarcasm
6905,To all you haters - I do have fans!! ;) #Smile #CarpeDiem #Fan #Lol #Sarcasm #Puns #AmWriting https://t.co/Li5vuL4oxZ,sarcasm
6906,"When she found out they were ""100% natural""... #sarcasm #food #nutrition #health #fitness #sun… https://t.co/1QfRwN7erd",sarcasm
6907,@TeamHMC27 Don't you know oceans are the sizes of tanks? What did you expect them to be compared to--SPACE? #sarcasm #reallypeople,sarcasm
6908,"Of course, they all pale in comparison to the threats imposed by animal rights activists. http://t.co/Bjordigr12 #sarcasm",sarcasm
6909,"@AdamSinger Yup, no global warming here… move along. #sarcasm",sarcasm
6910,"Oh, security camera in a hospital's patient's room. Makes complete sense. #DevilsDue #sarcasm",sarcasm
6911,@shannondrayer but what about the integrity of the game? This will never catch on... #sarcasm,sarcasm
6912,Yay. Another season of Charlie Nicholas. #sarcasm,sarcasm
6913,"@facebook  is down? 
lol #sarcasm",sarcasm
6914,Had a blood test done today. Always fun. #Sarcasm http://t.co/dfIf1SQpjh,sarcasm
6915,"At least authors are not
MOODY.

#sarcasm
lol",sarcasm
6916,@_ckeri you are well Cum #sarcasm,sarcasm
6917,I have to go back to school in 4 days...why god...why? #yay #sarcasm,sarcasm
6918,Moving home means I've eliminated my commute. Pretty excited to get an extra 30 minutes of sleep every night #sarcasm,sarcasm
6919,@PeteAbe Hanley has officially broken the MLB single season record for leaving games/missing games injured (with no DL) #sarcasm,sarcasm
6920,@AbbsWinston @trensabby @WisepPatrick @K14Amina ur rt #palestine looks like it used to suck for jews #sarcasm http://t.co/BAs88Ayprm,sarcasm
6921,Happiness is an @ArrivaTW service on a match day! #sarcasm #2carriages http://t.co/R9RlnpwItO,sarcasm
6922,Love going to bed at 2am and waking up at 6am...  #Sarcastic but really...,sarcasm
6923,"@TIME ""The blacks"" ""The hispanics"" ""The women"" ... sounds respectful. #sarcasm",sarcasm
6924,Had a really healthy lunch 😂 #sarcasm https://t.co/3WzbjHh5Yz,sarcasm
6925,Lol I miss this idiot lol #karaokefriends #sarcasm #gooddude https://t.co/LwDp5LlmzU,sarcasm
6926,@dobsScottson No -I- was being #sarcastic Okay not really. But maybe! But probably not. But don't count it out either.,sarcasm
6927,"Best part about Fantastic Four... the post credit movie clips. 
#sarcasm http://t.co/3uyiiDhV4R",sarcasm
6928,#Everton starting off with a lack of defense. Against Watford. Great. This is going to be fun. #sarcasm,sarcasm
6929,Perfect weather for @wusports football media day. #AmIRight #RainGoAway #HaveUntilTwo #sarcasm,sarcasm
6930,"What's a ""pose""??? #madysinhatter #sarcasm #strikeapose #ridic #runwayready #lmfao #sup #morristownnj… https://t.co/gd5mUuV4Tq",sarcasm
6931,There really are some polite people on Twitter.. #sarcasm,sarcasm
6932,@thebretthill @edgeblogger And bullying/drug free/financial literacy curriculum #oklaed #sarcasm,sarcasm
6933,"Seems Joe #Hildebrand was an all-round popular last minute fill-in choice on #qanda going by the tweets.
#not #sarcasm",sarcasm
6934,I just can't take it anymore Dude on Hannity calling Trump the single most important person ever n the world #facepalm #sarcasm @seanhannity,sarcasm
6935,@indyleslie really is there football today?? No way. #sarcasm,sarcasm
6936,Glad to know that I was worth a book while she is with a bouquet of roses. #Sarcastic #guyssuck #Hecanhaveher,sarcasm
6937,"Dear Neighbors,

It's 11:15pm on Sunday night &amp; you're outside like it's a house party. Please, be more inconsiderate. Thanks. #sarcasm",sarcasm
6938,@WarrEXE @Alpha_EXE its called not knowimg your colors. False editing lol #Sarcasm,sarcasm
6939,"Don't forget this is the ""NOT-child-friendly"" Day of Civil Unrest. Can't wait. #FERGUSON #sarcasm  https://t.co/aypEYf4mtD",sarcasm
6940,"Sometimes your body is telling you important things:

#sarcasm #body #exercise #humor http://t.co/mXUlL4CqKB",sarcasm
6941,"Asked @Sephora rep what serum to buy. She said ""they're all great"". Thanks for the advice. #Sarcastic #noreally #illjustbuythemallthen",sarcasm
6942,@Devi_SG @carteblanchetv #MushroomMeds piece condones unqualified drug dealing So what if she's an old white lady - oh how cute #sarcasm,sarcasm
6943,"No, Really: #Sarcasm May #Boost Your #Creativity | http://t.co/Y1oEYEMpTv http://t.co/ILx4Qq7lJ8",sarcasm
6944,"@DJNoah80 @DeltaPoints @SelenePhoenix @DeltaSegmentFly, #sarcasm is the key word here.  😁",sarcasm
6945,"@mpelc @smitzel I don't go for French girls, otherwise, we're a perfect match #sarcasm",sarcasm
6946,Ach yes. Tropical nights in Berlin. 22:15h and still 28°C don't make me miss Sweden at all!  #sarcasm #toowarmtosleep,sarcasm
6947,@TIGIcreatives thanks for such great customer service.  #Sarcasm #NoHelp,sarcasm
6948,Thanks to @Microsoft @Windows I now have that doorstop I never knew I wanted. #Windows10 #Sarcasm,sarcasm
6949,"I just want to thank @Navient for being so understanding about the horrible exhange rate in canada and working with me.
#Sarcasm
#Nothelping",sarcasm
6950,@abc15sports @abc15 Is @MichaelMFloyd gonna play with a cast on? #sarcasm,sarcasm
6951,"KimNewmanWTOL: Check out this stellar photo of the algae bloom over Lake Erie! 
#Sarcasm http://t.co/Qg1qAqlLgr http://t.co/NIXq2V6CI0",sarcasm
6952,@rjfitz66 #sarcasm Bob? I'm shocked. #Disappointed but not #Surprised by #reformacon BS. Have a nice day. Tks for the #Adhominem. #elxn42,sarcasm
6953,So Jerry Tipton covers UofL football for LHL? Good for him. Finally a sport he understands for a team he can root for #sarcasm,sarcasm
6954,"Photog skills maxed out! Sunset selfie with the baby, nailed it. #sarcasm #OBX http://t.co/uPwp8EPJPA",sarcasm
6955,#AmazonPrime sure is worth it when it took 2 weeks to ship &amp; scheduled to arrive in 5 days! At least shipping is free! #Sarcasm #WTF,sarcasm
6956,@CHOTUSays Aaj tumhare BFF nahi hai you must be sad #sarcasm #Ahem,sarcasm
6957,I'm just glad I have my mom to reinforce those thoughts for me. #sarcasm,sarcasm
6958,@Maggie_2014 I love it when people from Union states defend that proud Southern heritage #sarcasm,sarcasm
6959,All these parents with their gaggle of kids look miserable buying school supplies. #SignMeUp #IWillTake100 #Sarcastic,sarcasm
6960,Yeah everything happens for a reason and sometimes that reason is bc you're fucking stupid! #greatjob #Sarcasm,sarcasm
6961,well this will be a lovely afternoon... #sarcasm,sarcasm
6962,I'm glad Good Morning America is tweeting about real news like Bachelor in Paradise. #sarcasm 😑,sarcasm
6963,Hmmm? I wonder why? #sarcasm Report: 4 million American full-time workers had anxiety disorder in past year http://t.co/jUBdl7kWZC,sarcasm
6964,This is a true statement #ronswanson #truth #sarcasm https://t.co/fv1xKVzvSt,sarcasm
6965,I'm so good at conversations. I always know what not to say .....after I've said it 😓 #sarcasm,sarcasm
6966,yeah...because our schools already have too many teachers...that's why CPS is so highly rated. #sarcasm  https://t.co/4jb7DiFd7o,sarcasm
6967,"@dazzared60 Nope,Watch maker,Winding up order #Sarcasm",sarcasm
6968,Nothing I love more than a 5k run on a Sunday night 😓😓😓 #sarcasm #itsnotevenfar,sarcasm
6969,Lol another movie premiere outside my office building. What an inconvenience. #sarcasm,sarcasm
6970,Being ignored is one of my favorite past times 😒😑 #sarcasm,sarcasm
6971,Exploring new campuses is always a fun experience for me. #sarcasm #adultthings #gradlife,sarcasm
6972,glad to know the BullCityConnector yields to pedestrians in crosswalks. #sarcasm,sarcasm
6973,@ChaseSupport and thank you for being so supportive and helpful just like the rep I talked to! #Sarcasm #ThanksButNoThanks #Worst,sarcasm
6974,"Check out this stellar photo of the algae bloom over Lake Erie! 
#Sarcasm http://t.co/UIaGINw5jr",sarcasm
6975,Another failure from @TurnbullMalcolm's @NBN_Australia. Really turned it around didn't you? #NBN #auspol #sarcasm http://t.co/Kxq620Keoa,sarcasm
6976,#AAATriplemania going good then?! #sarcasm #imdrinking #DoubleCrowns http://t.co/08Z1hY7NQq,sarcasm
6977,@ElliottAlmond @SJEarthquakes that famed Kinnear late-season push will kick in and get us to playoffs. You can bet the house on it. #sarcasm,sarcasm
6978,AWESOME 1st day back 2 work for Carol from vacation. Started at 7:45 this morning and she's STILL working on an issue. #sarcasm #helpless,sarcasm
6979,@ChrisFisher247 @TremendousUM #Michigan only likes to recruit 2-3* BBall recruits... #HomeOfTheUnderrated #Sarcasm https://t.co/Nzm8I6nqYa,sarcasm
6980,"My life in a picture. 

#sarcasm https://t.co/x3PQVZQegw",sarcasm
6981,So much info available #sarcasm  @VisitSouthBank @brisbanecityqld @cbdbug Doesn't even specify route or numbers http://t.co/QMRamnqA2F,sarcasm
6982,Dear @GreysABC thank u for keeping the end of season9 so good that I couldn't turn it off until 12:30am #sarcasm #notenoughsleep #WorthIt 💀😴,sarcasm
6983,"&amp; by classy I know you mean ""trashy"" #Sarcasm  https://t.co/BvTyFJoMjM",sarcasm
6984,Today's gonna be greeeat.... #sarcasm,sarcasm
6985,"@sparkys123 @ColorOfChange @Blklivesmatter @YouTube How dare MLK, Jr. have marched with white people, right?!?!? #sarcasm #u_r_racist",sarcasm
6986,"Gee Coldplay, thanks for (apparently) making an album called 'Ghost Stories'.  That's made searching torrent sites easier for me.  #sarcasm",sarcasm
6987,Oh joy it's the Bella Twins  #sarcasm go #TeamPCB!!! @WWE #Raw #WWEAustralia ... #Belladashians?! #truth 💕,sarcasm
6988,@WBIRMatt I love how it flops back and forth each hour... really makes it easy to trust haha #sarcasm,sarcasm
6989,"I'm HELPING. I'm a helper. “@Michael_Eisner: #sarcasm ...enhances creativity according to @HarvardGazette
http://t.co/eDyQJnGDe1”",sarcasm
6990,Ya I think its us that's the issue #IND #PAK #sarcasm http://t.co/uWfpPg29hc http://t.co/JQjYDiF5BS,sarcasm
6991,Started today off on a great note. #Sarcasm,sarcasm
6992,Spoke too soon... Thanks for being so accommodating @AmericanAir! #sarcasm #flydelta,sarcasm
6993,@tassie_codriver Oh goody. You’ll be able to learn about words like ‘synergy’ ‘take away’ ‘off line’ #sarcasm,sarcasm
6994,Wow. We overpaid for Walsh. #sarcasm #classicpreseasonweek1overreaction,sarcasm
6995,Thank goodness Caitlin and I are being so productive for our presentation in two days #sarcasm,sarcasm
6996,"@RichardSP86 @YourAnonCentral @AndyLeeParker1 @Augustinam U.S is the greatest country in the world, don't you know?  #sarcasm",sarcasm
6997,".@nikesharora Sure, Uncle Scrooge. Go and deal with you real life. #Sarcasm",sarcasm
6998,Because employers have such a great record when it comes down to doing the right thing #Sarcasm #GopLies #GopFail https://t.co/6gLTYxhL86,sarcasm
6999,@kelv_tran99 You should've known! with our cousin-telopathy is not as strong as it used to be. Glad you got the update though! #sarcasm,sarcasm
7000,No way.. Didn't see this coming at all.. #sarcasm https://t.co/L7OrL3lRHp,sarcasm
7001,"The best part about food poisoning? Weight loss. Down 5 pounds today.
#Gross #sarcasm",sarcasm
7002,@marknason way to go mark #sarcasm,sarcasm
7003,Can't wait to help and give service to all the awesome people tomorrow! #sarcasm,sarcasm
7004,I guess I forgot the #Sarcasm hashtag,sarcasm
7005,"Ava gets a solo? Again? Total shocker...
#DanceMoms #Sarcasm #Nationals  @DanceMoms",sarcasm
7006,"My teachers are funny

#sarcasm",sarcasm
7007,Divided we stand RT @isthatasquirrel: @RWSalt Yay socialism!!! #sarcasm,sarcasm
7008,You wait for them to get it like a sneeze that will never come. #authorproblems #sarcasm http://t.co/QRXsKxc80W,sarcasm
7009,@KortanGary yeah I'm sure geno was going to get them over the hump. #sarcasm,sarcasm
7010,"Leave the waste in #SanJacintoWastePits? Great idea! That worked so well in Colorado. #sarcasm  Guys, just fix it! http://t.co/dxDyCXGmc9",sarcasm
7011,I feel like I've just been super winning at life since turning 24. #sarcasm #itallsucks,sarcasm
7012,"Protests return to Ferguson streets, state of emergency declared - Oh yes, protest is an emergency. #sarcasm
http://t.co/qTyypHnGhZ @BSfil",sarcasm
7013,"I hate when people don’t understand my #sarcasm they ruin everything.

#FactCheck",sarcasm
7014,Claps for India #Sarcasm ! And Yaqub Memon hanged for accounting? #Jihad #JihadNeeded #fb https://t.co/7yhysGgV5l,sarcasm
7015,@KC_SportsRadio Fire Dayton Moore #sarcasm,sarcasm
7016,"Another ""hands up dont shoot"" #sarcasm Footage Captures Moment Suspect Pulled Gun From Waistband in Fergu.. http://t.co/lvEgS3FC5r @theblaze",sarcasm
7017,@StatsbyLopez @NHLEricT I don't trust a model unless it's at least 85% #sarcasm,sarcasm
7018,"U GUYS R UNDOUBTEDLY AMAZING. I MEAN AMAZING.

NO
NO
NO
#SARCASTIC",sarcasm
7019,Greece up 4 days in a row! Problem solved $GREK #sarcasm,sarcasm
7020,Big load here #sarcasm #bundytransport suzannembundy https://t.co/VrRnl2Sz3b,sarcasm
7021,Oh good Ray got off the highway. Ugh. #TrueDetectiveFinale #sarcasm,sarcasm
7022,Just love when I roll my ankle playing ball -_- #sarcasm,sarcasm
7023,"@JustinTrudeau Yeah, cause Liberals have made Ontario SO much better #sarcasm",sarcasm
7024,@KathleenHerne Well the good Rev. Sharpton owes $4+ mill and he's got an open invite to the Whitehouse. #whatdiffdoesitmake #sarcasm,sarcasm
7025,Damn the British Summer is so bad #sarcasm http://t.co/IUtjpYk0uN,sarcasm
7026,"@jrosenbaum That is some quality social science, I have great confidence. Definitely a must-read. #sarcasm #dripping",sarcasm
7027,"@eboland11 Fear not, run support is right around the corner.  Drew and Ryan leading off the 6th. #sarcasm",sarcasm
7028,@nafsnep But it's sooo difficult &amp; we share arena's with the NBA! #sarcasm,sarcasm
7029,"@LoganMBooker Sorry. In Athens, we prefer noon kickoffs. #sarcasm",sarcasm
7030,Come downstairs &amp; the first thing the pot wash says to me....wow you look really different without your make up on #egoboost #sarcasm,sarcasm
7031,@megynkelly Ferguson should get rid of the police and let the community monitor itself. That will make things better! #KellyFile #Sarcasm,sarcasm
7032,Forgot to buy conditioner yesterday so naturally I had a GREAT time brushing my hair after my shower this morning #sarcasm #lotsofhairprobz,sarcasm
7033,I can't control myself when I see this boy driving his bumber car with one hand 😍🔥 #sarcasm 😒,sarcasm
7034,@b__marco So U favorite a terrible curse word and now you will start personal attacks towards me? What an honorable man you are. #sarcasm,sarcasm
7035,Am I the only one? #sarcastic #sarcasm http://t.co/9zGXesmReU,sarcasm
7036,I totally love how every couple of months my wisdom teeth start to come in and hurt extremely bad #sarcasm,sarcasm
7037,"Well, that was a shock! #sarcasm",sarcasm
7038,"Cool beans, dream 👌 #sarcasm",sarcasm
7039,I love it when ppl feel it's ok to touch my hair. 😁 #sarcasm,sarcasm
7040,@tmneese oh so you're spending $ on an expensive hobby. How generous of you #sarcasm #bahhorsecarriages,sarcasm
7041,It's super cool when you have the personal cell number of your oral surgeon &amp; ortho because you live there! #sarcasm http://t.co/q1XWzBbwNC,sarcasm
7042,If they don't convert then they should be killed or made slaves? #sarcasm  https://t.co/9AB6yA7AQZ,sarcasm
7043,"It's funny that our QB situation is funny to everyone, inlcuding our Head Coach #sarcasm",sarcasm
7044,"whoohoo, 12hrs more hours and I'll be part of a mission to teach French people to be polite and say hello to foreigners #sarcasm",sarcasm
7045,@The305MVP @alphafemale1 @MATTHARDYBRAND @GUNNER_ChadLail duh mvp ever war is done only bc of people's imaginary friend and greed #sarcasm,sarcasm
7046,Cause yeah folks in Boulder are the obvious choice for lie detectors of the universe. #sarcasm https://t.co/ReFYJdhXqo,sarcasm
7047,Ah sure stop I'm absolutely buzzing for results like 😊 #sarcasm #GwayWouldYa,sarcasm
7048,"#Obama takes another vacation because, you know, he has done his job so well.

#Sarcasm",sarcasm
7049,I hear the Arena Football League is again troubled by instability. Imagine my surprise. #Sarcasm #Burns #PaulMason,sarcasm
7050,wow. so you are not even charging me for giving away the rights to my photo? what an opportunity! #sarcasm  https://t.co/aQUkWvDXRF,sarcasm
7051,@Midday180 @PaulKuharskyNFL I'm assuming the topic of interceptions will be discussed today. #MariotaTheLegendGrows #Sarcasm,sarcasm
7052,"Well done Glasgow Council, for being on the side of the 1%.
#Sarcasm
 https://t.co/XfW5iwJqVP",sarcasm
7053,"@seliharris @GoofyNewfie2012 @B_E_Bishop @MLuedee @VOCMOpenline @BairdTom while we are it, let's beat our kids too. #liberty #sarcasm",sarcasm
7054,"Sarcasm is hard to portray in text. For no confusion in the future please use the hashtag #sarcasm 
Thanks.",sarcasm
7055,"Be still my heart! 18 with a car and a country club membership?!? Sign me up for this guy!
#sarcasm https://t.co/Oj0Thr1gU8",sarcasm
7056,"Hmmm, cos this was a pressing problem in society at the moment, Jains committing suicide through fasting. #sarcastic https://t.co/GjPZllLNTu",sarcasm
7057,WOW I LOVE TEAR IN MY HEART BY 5SOS #sarcasm 😂😂,sarcasm
7058,"Love how Jose Bautista still admires every homerun, even after 272 in his career. #sarcasm",sarcasm
7059,@Baconarchist There's no such thing as a traditional Irish Atheist and jet fuel can't melt steel beams #sarcasm,sarcasm
7060,So Cece is/was Charles?! Pll pulled that transgendered card. That's very 2015. That's like the new thing now huh? 😒 #sarcasm,sarcasm
7061,Great to see such a professional set up @EasirentCarHire at London Heathrow! #Sarcasm http://t.co/cG6vWkUwSu,sarcasm
7062,@Jason_Heisler @AspireMed Dr Shane appears to be 15. Is this his work experience? #sarcasm 😀,sarcasm
7063,"@nick_clegg All the time, yeah! #sarcasm",sarcasm
7064,Our Morning DJ Ty Hunter sure does have it rough. The poor baby. #sarcasm #spoiledrotten http://t.co/W3fFP4Ok9l,sarcasm
7065,@ThatsOurEarth And then... Walter Palmer!!! #sarcasm,sarcasm
7066,"When they said ""Rakyat Didahulukan"", the #sarcasm hashtag should've been included. https://t.co/brf6Gyjnjg",sarcasm
7067,I just love Ramirez being on the Pirates now... #sarcasm,sarcasm
7068,"So.... nothing's been learned by law enforcement officials in #Ferguson over the last year? 

That's just great. Well done. #sarcasm",sarcasm
7069,Yay...our RM is becoming worthless every day. #sarcastic #MYR #malaysianeconomy #wehavethedumbestcAbinetever,sarcasm
7070,"Guess that's why my dinky website is, well, dinky, and Google---er, Alphabet is a billion dollar business. They're more creative! #sarcasm",sarcasm
7071,That must be why he started Wenger 19 games in a row. #Sarcasm https://t.co/l09gsOHJgD,sarcasm
7072,@stunneylaker @tealfeatherlove We're hoping to raise a more polite breed of killer.  #sarcasm,sarcasm
